Epoch,Learn rate,Avg Train loss,Train Accuracy,Avg Eval loss,Eval accuracy
0,0.0,6.123411965764259,0.0027123811567675567,6.1293537536363925,0.002939555791384551
1,8.45513203992108e-05,4.131199277136937,0.07936919626802945,4.127882917275589,0.07829922872982668
2,0.0001691026407984216,3.914567138045287,0.09103423895791543,3.916670968023579,0.0917505118786619
3,0.0002536539611976324,3.6935893765165786,0.10756736992250297,3.7206923613387546,0.10755288759978969
4,0.0003382052815968432,3.2952771265644674,0.18783140573496662,3.29553216494871,0.191827484061209
5,0.000422756601996054,3.119872174972345,0.20076894439941595,3.1201998839217624,0.2058020428325353
6,0.0005073079223952648,3.017456588666301,0.21468547260588852,3.022001095032424,0.21665071403042654
7,0.0005918592427944756,2.8874163469992395,0.23539426113086298,2.9011317397771257,0.23712631842393553
8,0.0006764105631936864,2.7684367230115843,0.25868234179975574,2.7973745029963806,0.25966867352469586
9,0.0006696086943054427,2.639453485484951,0.28724614503093004,2.6478848216238986,0.2891104012058022
10,0.0006352465845169856,2.5241015925387704,0.3092912208319695,2.5685587625825,0.30470320984218896
11,0.0006056838532829841,2.4509701652467744,0.3233548919400893,2.4943039149380803,0.3155027318201708
12,0.0005798981398634417,2.3902766542001204,0.3326122308196115,2.420813450652562,0.3305043172970247
13,0.0005571481111880228,2.366674061649102,0.3387561822233121,2.4176880214991194,0.3326199888513329
14,0.0005368813537062887,2.3192211731898884,0.34608435199773013,2.3748981202586315,0.34015573745363215
15,0.0005186766643041345,2.277251917468615,0.3536716554283111,2.3021263205603266,0.3519189568717828
16,0.000502206520729082,2.2600195107381205,0.3586848146043533,2.3093579458386713,0.35282430186700287
17,0.0004872118896094,2.2206329782147054,0.36707638918368285,2.273188802633393,0.35937882507784985
18,0.00047348484848484844,2.2161446093035138,0.36713602794103384,2.256016152628352,0.36070670455359344
19,0.0004608563100305753,2.1768366357019127,0.37705579270754963,2.2494547125998507,0.3657265519827939
20,0.00044918716763755383,2.16810007233265,0.37732833260593335,2.2278359311350275,0.3683614151531391
21,0.0004383617896650338,2.133596655012162,0.38415953640110234,2.2033389431706976,0.37157583906409447
22,0.000428283159911596,2.1244184268900184,0.38631931322911556,2.1894979704631847,0.3764091609569078
23,0.0004188691936218668,2.110768916193119,0.3889373287804856,2.1811896348267457,0.37819733746935813
24,0.0004100499070949047,2.0960003369110676,0.39231430449761634,2.16105190153872,0.3809796136416746
25,0.0004017652165832656,2.079160684889013,0.39667527771685734,2.146973431780097,0.3850666308001186
26,0.00039396320754632745,2.0656037761652764,0.39770648671575815,2.149532750751195,0.38248774275351105
27,0.0003865987599089611,2.06871315245786,0.3972720838159569,2.136319053307008,0.385779351330875
28,0.00037963244589833006,2.04577093577582,0.4032367061484944,2.129671056618851,0.3882337621088778
29,0.0003730296388060299,2.043740939010273,0.40218844745031074,2.1309386451592607,0.3864576719450147
30,0.000366759786572672,2.027814990725399,0.4060754792626239,2.109200596809387,0.3919631450363759
31,0.00036079581534145024,2.0121961974900615,0.4092877903137325,2.1115054655610845,0.39018415333179945
32,0.0003551136363636364,2.006346659226851,0.4114857635591641,2.094648528634832,0.39493777477339415
33,0.0003496917357367407,2.003402575234736,0.4110157078455302,2.099810927101735,0.3921185139189945
34,0.00034451083101751844,1.9904454976073966,0.4140234795853126,2.0704006666547796,0.398203030061186
35,0.0003395535821972709,1.9829907387741341,0.41663685551852236,2.104621800144067,0.39418618632166574
36,0.00033480434715272135,1.9735140027093494,0.4183160542579722,2.068005352877499,0.3994303931680958
37,0.00033024897370403206,1.9617802552447832,0.42029367658224975,2.0829144997543163,0.3952606866198979
38,0.00032587462197522976,1.9702250442721627,0.4180146956369897,2.070024219791541,0.39833435918507953
39,0.00032166961197289647,1.9581221548978947,0.4205514255387724,2.0706779796086,0.39891692426767245
40,0.0003176232922584928,1.954881663657417,0.42144767952359413,2.067066960120469,0.39936153473479025
41,0.0003137259263489958,1.9497382653153632,0.42199052759438505,2.0454092079334045,0.40383435501141496
42,0.0003099685940852164,1.93892575985144,0.42523064532063226,2.0634708404541016,0.40229027458790984
43,0.0003063431056915864,1.937195753263048,0.4251498890317176,2.050820365380705,0.4044623264435972
44,0.00030284192664149204,1.927320511380503,0.4273821092711007,2.0365810608595947,0.4056678240218859
45,0.0002994581117583692,1.9216157513216507,0.42951575032443057,2.0271156544096014,0.4082268265525946
46,0.000296185247240163,1.923102339190885,0.4291646544598351,2.0366216455952504,0.40799965315990233
47,0.00029301739950533904,1.915619149434665,0.4301095689254359,2.0281202592206804,0.4070330111498243
48,0.00028994906993172085,1.909582257024513,0.4321838348241877,2.0473597960525685,0.40486402792877024
49,0.0002869751547023326,1.909094179711066,0.431661623199124,2.0274957364864563,0.40940838985228806
50,0.0002840909090909091,1.9029405587468267,0.43212534148584714,2.038121278366346,0.4067236921760473
51,0.0002812919156183734,1.8981945857036213,0.43410304484288553,2.0210469144113947,0.41100230143311317
52,0.0002785740555940114,1.887929732641898,0.43613689485167667,2.026898595724213,0.4093264713046256
53,0.00027593348362422277,1.892205871826361,0.4354752576178756,2.0196330989344737,0.41028621558392986
54,0.0002733666047299364,1.8827753958623272,0.43717013244047637,2.0156181568510076,0.41150204552693315
55,0.00027087005376295236,1.8805879088472728,0.4376637340823481,2.0199417987566317,0.4097140977221928
56,0.00026844067685314433,1.8763443610884927,0.4383564637589061,2.012310143267171,0.4116301948434851
57,0.0002660755146538903,1.8792012732876233,0.4381125650622628,2.0217802457595138,0.41035050019789276
58,0.0002637717871833123,1.8653734609607822,0.44103509908126404,2.0174407208903453,0.41031513689609056
59,0.00026152688008475094,1.8660599660774893,0.4407079139770555,2.012928246112352,0.4127006634567561
60,0.00025933833215206726,1.860751144895869,0.44213702314156145,2.0008951345186556,0.41321648205264233
61,0.00025720382398442763,1.8514339411554257,0.4439526370857373,2.02835012821669,0.4098313082469983
62,0.0002551211676516689,1.8502816752461362,0.44435079993048976,2.0151576044854154,0.4108561170235109
63,0.0002530882972655534,1.8514195227425945,0.4445633491701331,2.006476446483912,0.41351944710431476
64,0.000251103260364541,1.8475689816573435,0.4445638745900028,2.006277309374863,0.4123779528596428
65,0.000249164210030406,nan,0.44542790481374284,1.986053576630153,0.4163105745663804
66,0.0002472693976643435,1.8369147302198017,0.44754605173818335,1.9869358941410364,0.4160869677415055
67,0.00024541716635834095,1.8484754951532223,0.4458044249533622,1.9889192889245708,0.41921996333625877
68,0.0002436059448047,1.8452448711907568,0.4447984781639635,1.9942624193898748,0.4138721559154853
69,0.00024183424169282628,1.8347244612441576,0.4481462326424181,1.9840539412552052,0.4173105014174172
70,0.000240100640547874,1.836460071654359,0.4474005547683101,1.9972117549917672,0.41434421599581
71,0.0002384037949706503,1.8219067038090762,0.45026156293951775,1.9858926815933056,0.41694685414935767
72,0.00023674242424242422,1.8193697754509193,0.45157126854520196,1.9873293437314836,0.4176068416472231
73,0.00023511530926203632,1.825727351440871,0.45006795301417674,2.002525435404831,0.4151377935757798
74,0.00023352128878601888,1.818386826879722,0.4514111199162223,1.9789698874012809,0.41926583513784943
75,0.0002319592559453767,1.806637331473926,0.4541466090797393,1.9778086375654413,0.41959929097904247
76,0.00023042815501528766,1.811103594204611,0.45251434764339904,1.9790144931064564,0.41841465134299205
77,0.0002289269784163012,1.8066159146876375,0.4542261081909345,1.997764815105481,0.4158900658066353
78,0.00022745476392768056,1.8121324585489005,0.45310565028801436,1.9912495251451985,0.4175713283292363
79,0.00022601059209537784,1.8105205915683558,0.45343526816072544,1.995814390396804,0.41569412692209307
80,0.00022459358381877691,1.8120347928902334,0.4521827856617526,1.9877248212192835,0.4177803701899025
81,0.00022320289810181425,1.8094929281837684,0.45327632788045347,1.9994308452927665,0.41685337631889946
82,0.00022183772995540633,1.7970798003279473,0.4559853551062671,1.9767249514547627,0.4201690943053599
83,0.00022049730843929909,1.7979181839907465,0.45574560508994033,1.9781276737706046,0.41969808768690303
84,0.0002191808948325169,1.8022884807803414,0.4550077802509316,1.991928097907077,0.4177608255589946
85,0.00021788778092254838,1.8000746997427348,0.4550252479216284,1.9579706634028573,0.421747161431259
86,0.000216617287404268,1.7954842428530544,0.45595017475776434,1.9865240126513364,0.4163917725005846
87,0.00021536876238037025,1.7836161014462306,0.45892897020440454,1.9846489014250508,0.41848988211556765
88,0.000214141579955798,1.790397109325267,0.4576187588212904,1.9669351992982158,0.4223707251334458
89,0.0002129351389192788,1.7838648097081617,0.4587094934026072,1.9629089149196497,0.4222286156054293
90,0.00021174886150566189,1.7775840904594453,0.45995884838183065,1.971396779746152,0.42215878340635404
91,0.0002105821922332674,1.770887970185477,0.46116823893933256,1.987115758188655,0.4159201266390554
92,0.0002094345968109334,1.7864797497091214,0.45772950252718175,1.9781099544482286,0.4184535638000188
93,0.00020830556110987682,1.7775597646216716,0.4613172307856812,1.9704057688123724,0.4215525465734889
94,0.00020719459019587292,1.7789887207106125,0.45937089960683475,1.9751887817061349,0.41933751642034295
95,0.00020610120741761692,1.7737670567902653,0.46137634166016067,1.977999344300688,0.419925646500641
96,0.00020502495354745234,1.7736510725553372,0.46161311242944936,1.9900488880243195,0.4169254433572962
97,0.00020396538597094833,1.775201059323697,0.4608825325719581,1.967413884870122,0.4213407277391198
98,0.0002029220779220779,1.7644540174933505,0.4624395045982905,1.9848494663667142,0.4182285023539254
99,0.00020189461776099472,1.7587348304011605,0.46449973009342005,1.968165678924389,0.4221273124887702
100,0.0002008826082916328,1.7723857553537228,0.46167201881320025,1.979880965157841,0.4214155469717604
